상품id,상품명,브랜드,정가,판매가,상위카테고리,하위카테고리,성별,별점,관심수,후기수,실측사이즈,할인율,핏_계절감,누적판매,스타일
2568748,스트레이트 히든 밴딩 슬랙스 [블랙],무신사 스탠다드단독,39900,37990,바지,슈트 팬츠/슬랙스,1,4.9,16000,7553,"[{""사이즈"": ""26"", ""총장"": ""99"", ""허리단면"": ""35"", ""엉덩이단면"": ""44.5"", ""허벅지단면"": ""27.8"", ""밑위"": ""26.5"", ""밑단단면"": ""19.5""}, {""사이즈"": ""27"", ""총장"": ""99"", ""허리단면"": ""36.3"", ""엉덩이단면"": ""45.75"", ""허벅지단면"": ""28.3"", ""밑위"": ""26.5"", ""밑단단면"": ""19.8""}, {""사이즈"": ""28"", ""총장"": ""100"", ""허리단면"": ""37.5"", ""엉덩이단면"": ""47"", ""허벅지단면"": ""29"", ""밑위"": ""27"", ""밑단단면"": ""20""}, {""사이즈"": ""29"", ""총장"": ""100"", ""허리단면"": ""38.8"", ""엉덩이단면"": ""48.25"", ""허벅지단면"": ""29.6"", ""밑위"": ""27"", ""밑단단면"": ""20.2""}, {""사이즈"": ""30"", ""총장"": ""101"", ""허리단면"": ""40"", ""엉덩이단면"": ""49.5"", ""허벅지단면"": ""30.3"", ""밑위"": ""27.5"", ""밑단단면"": ""20.5""}, {""사이즈"": ""31"", ""총장"": ""101"", ""허리단면"": ""41.3"", ""엉덩이단면"": ""50.75"", ""허벅지단면"": ""30.8"", ""밑위"": ""27.5"", ""밑단단면"": ""20.8""}, {""사이즈"": ""32"", ""총장"": ""101"", ""허리단면"": ""42.5"", ""엉덩이단면"": ""52"", ""허벅지단면"": ""31.5"", ""밑위"": ""28"", ""밑단단면"": ""21""}, {""사이즈"": ""33"", ""총장"": ""101"", ""허리단면"": ""43.8"", ""엉덩이단면"": ""53.25"", ""허벅지단면"": ""32.1"", ""밑위"": ""28.5"", ""밑단단면"": ""21.3""}, {""사이즈"": ""34"", ""총장"": ""102"", ""허리단면"": ""45"", ""엉덩이단면"": ""54.5"", ""허벅지단면"": ""32.8"", ""밑위"": ""29"", ""밑단단면"": ""21.5""}, {""사이즈"": ""36"", ""총장"": ""102"", ""허리단면"": ""47.5"", ""엉덩이단면"": ""57"", ""허벅지단면"": ""34"", ""밑위"": ""29.5"", ""밑단단면"": ""22""}, {""사이즈"": ""38"", ""총장"": ""103"", ""허리단면"": ""50"", ""엉덩이단면"": ""59.5"", ""허벅지단면"": ""35.3"", ""밑위"": ""31"", ""밑단단면"": ""22.5""}, {""사이즈"": ""40"", ""총장"": ""103"", ""허리단면"": ""52.5"", ""엉덩이단면"": ""62"", ""허벅지단면"": ""36.5"", ""밑위"": ""32"", ""밑단단면"": ""23""}, {""사이즈"": ""42"", ""총장"": ""104"", ""허리단면"": ""55"", ""엉덩이단면"": ""64.5"", ""허벅지단면"": ""37.8"", ""밑위"": ""33"", ""밑단단면"": ""23.5""}]",5,"{""핏"": [""슬림""], ""계절감"": [""봄"", ""가을"", ""겨울""]}",3만 개 이상,"#밴딩슬랙스,#슬랙스컬렉션,#슬림핏,#정장바지"
3525215,버뮤다 핀턱 오버핏 하프팬츠 4colors,라이크더모스트,51800,23900,바지,숏 팬츠,0,4.8,31000,2842,"[{""사이즈"": ""S"", ""총장"": ""56"", ""허리단면"": ""30"", ""엉덩이단면"": ""54"", ""허벅지단면"": ""33"", ""밑위"": ""-"", ""밑단단면"": ""28""}, {""사이즈"": ""M"", ""총장"": ""58"", ""허리단면"": ""32"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""35"", ""밑위"": ""-"", ""밑단단면"": ""30""}, {""사이즈"": ""L"", ""총장"": ""60"", ""허리단면"": ""34"", ""엉덩이단면"": ""58"", ""허벅지단면"": ""37"", ""밑위"": ""-"", ""밑단단면"": ""32""}, {""사이즈"": ""XL"", ""총장"": ""62"", ""허리단면"": ""36"", ""엉덩이단면"": ""60"", ""허벅지단면"": ""39"", ""밑위"": ""-"", ""밑단단면"": ""34""}]",54,"{""핏"": [], ""계절감"": []}",2만 개 이상,
2439242,액티브 쇼츠 8 color,에이치덱스,49000,33320,스포츠/레저,하의,1,4.9,11000,7410,"[{""사이즈"": ""M"", ""총장"": ""41"", ""허리단면"": ""37.5"", ""엉덩이단면"": ""52.5"", ""허벅지단면"": ""34.5"", ""밑위"": ""25.5"", ""밑단단면"": ""30.3""}, {""사이즈"": ""L"", ""총장"": ""43"", ""허리단면"": ""40"", ""엉덩이단면"": ""55.5"", ""허벅지단면"": ""36.3"", ""밑위"": ""26.5"", ""밑단단면"": ""31.8""}, {""사이즈"": ""XL"", ""총장"": ""45"", ""허리단면"": ""42.5"", ""엉덩이단면"": ""58.5"", ""허벅지단면"": ""38.3"", ""밑위"": ""27.5"", ""밑단단면"": ""33.5""}, {""사이즈"": ""2XL"", ""총장"": ""46"", ""허리단면"": ""45"", ""엉덩이단면"": ""61.5"", ""허벅지단면"": ""40"", ""밑위"": ""28.5"", ""밑단단면"": ""35""}]",32,"{""핏"": [], ""계절감"": []}",4만 개 이상,"#남자반바지,#쇼츠,#숏바지,#숏팬츠"
5311382,워시드 오버 와이드 코튼 데님팬츠 3Color,언탭트 스튜디오단독,52700,36360,바지,데님 팬츠,1,4.8,23000,735,"[{""사이즈"": ""M"", ""총장"": ""105"", ""허리단면"": ""40"", ""엉덩이단면"": ""62"", ""허벅지단면"": ""35.5"", ""밑위"": ""32"", ""밑단단면"": ""27""}, {""사이즈"": ""L"", ""총장"": ""106"", ""허리단면"": ""42"", ""엉덩이단면"": ""64"", ""허벅지단면"": ""37"", ""밑위"": ""33"", ""밑단단면"": ""28""}, {""사이즈"": ""XL"", ""총장"": ""107"", ""허리단면"": ""44"", ""엉덩이단면"": ""66"", ""허벅지단면"": ""38.5"", ""밑위"": ""34"", ""밑단단면"": ""29""}, {""사이즈"": ""2XL"", ""총장"": ""108"", ""허리단면"": ""46"", ""엉덩이단면"": ""68"", ""허벅지단면"": ""40"", ""밑위"": ""35"", ""밑단단면"": ""30""}, {""사이즈"": ""3XL"", ""총장"": ""109"", ""허리단면"": ""48"", ""엉덩이단면"": ""70"", ""허벅지단면"": ""41.5"", ""밑위"": ""36"", ""밑단단면"": ""31""}]",31,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",1.2만 개 이상,"#데님바지,#면바지,#바지,#와이드데님,#와이드팬츠,#워싱데님,#팬츠"
5066604,[패션플래닛X데케트][린넨라이크]Relaxed Wide Denim Jeans DCPT064,데케트단독,62000,49600,바지,데님 팬츠,0,4.8,14000,1297,"[{""사이즈"": ""26"", ""총장"": ""102"", ""허리단면"": ""35.5"", ""엉덩이단면"": ""47"", ""허벅지단면"": ""33.5"", ""밑위"": ""34"", ""밑단단면"": ""23.5""}, {""사이즈"": ""28"", ""총장"": ""103"", ""허리단면"": ""37.5"", ""엉덩이단면"": ""49"", ""허벅지단면"": ""34"", ""밑위"": ""34.5"", ""밑단단면"": ""24""}, {""사이즈"": ""30"", ""총장"": ""104"", ""허리단면"": ""39.5"", ""엉덩이단면"": ""51"", ""허벅지단면"": ""34.5"", ""밑위"": ""35"", ""밑단단면"": ""24.5""}, {""사이즈"": ""32"", ""총장"": ""105"", ""허리단면"": ""42"", ""엉덩이단면"": ""53.5"", ""허벅지단면"": ""35.5"", ""밑위"": ""36"", ""밑단단면"": ""25.5""}, {""사이즈"": ""34"", ""총장"": ""106"", ""허리단면"": ""44.5"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""36.5"", ""밑위"": ""37"", ""밑단단면"": ""26.5""}]",20,"{""핏"": [""루즈""], ""계절감"": [""봄"", ""여름"", ""가을""]}",1만 개 이상,"#린넨라이크,#썸머데님,#여름청바지,#와이드데님,#콜라보,#콜라보레이션,#패션플래닛"
3791990,데미지 워시드 데님 팬츠,필루미네이트단독,53000,29990,바지,데님 팬츠,0,4.8,27000,2569,"[{""사이즈"": ""XS"", ""총장"": ""102"", ""허리단면"": ""34.5"", ""엉덩이단면"": ""53"", ""허벅지단면"": ""38"", ""밑위"": ""35.5"", ""밑단단면"": ""26""}, {""사이즈"": ""S"", ""총장"": ""103.5"", ""허리단면"": ""37"", ""엉덩이단면"": ""55"", ""허벅지단면"": ""39"", ""밑위"": ""36.5"", ""밑단단면"": ""27""}, {""사이즈"": ""M"", ""총장"": ""105"", ""허리단면"": ""39.5"", ""엉덩이단면"": ""57"", ""허벅지단면"": ""40"", ""밑위"": ""37.5"", ""밑단단면"": ""28""}, {""사이즈"": ""L"", ""총장"": ""106.5"", ""허리단면"": ""42"", ""엉덩이단면"": ""59"", ""허벅지단면"": ""41"", ""밑위"": ""38.5"", ""밑단단면"": ""29""}, {""사이즈"": ""XL"", ""총장"": ""108"", ""허리단면"": ""44.5"", ""엉덩이단면"": ""61"", ""허벅지단면"": ""42"", ""밑위"": ""39.5"", ""밑단단면"": ""30""}, {""사이즈"": ""XS(10oz)"", ""총장"": ""102"", ""허리단면"": ""34.5"", ""엉덩이단면"": ""53"", ""허벅지단면"": ""38"", ""밑위"": ""35.5"", ""밑단단면"": ""26""}, {""사이즈"": ""S(10oz)"", ""총장"": ""103.5"", ""허리단면"": ""37"", ""엉덩이단면"": ""55"", ""허벅지단면"": ""39"", ""밑위"": ""36.5"", ""밑단단면"": ""27""}, {""사이즈"": ""M(10oz)"", ""총장"": ""105"", ""허리단면"": ""39.5"", ""엉덩이단면"": ""57"", ""허벅지단면"": ""40"", ""밑위"": ""37.5"", ""밑단단면"": ""28""}, {""사이즈"": ""L(10oz)"", ""총장"": ""106.5"", ""허리단면"": ""42"", ""엉덩이단면"": ""59"", ""허벅지단면"": ""41"", ""밑위"": ""38.5"", ""밑단단면"": ""29""}, {""사이즈"": ""XL(10oz)"", ""총장"": ""108"", ""허리단면"": ""44.5"", ""엉덩이단면"": ""61"", ""허벅지단면"": ""42"", ""밑위"": ""39.5"", ""밑단단면"": ""30""}]",43,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",2만 개 이상,"#ALLSEASON,#ENCOREBLACKFRIDAY,#데님와이드핏,#데님팬츠,#바지,#스테디셀러,#와이드데님,#와이드팬츠,#워싱진,#청바지"
3690591,소프트 헤비 코듀로이 원턱 밴딩 팬츠[모카브라운],시그니처단독,59900,24900,바지,트레이닝/조거 팬츠,0,4.8,31000,4881,"[{""사이즈"": ""S"", ""총장"": ""105"", ""허리단면"": ""33"", ""엉덩이단면"": ""51"", ""허벅지단면"": ""34"", ""밑위"": ""34"", ""밑단단면"": ""23""}, {""사이즈"": ""M"", ""총장"": ""106"", ""허리단면"": ""35"", ""엉덩이단면"": ""53"", ""허벅지단면"": ""35.5"", ""밑위"": ""36"", ""밑단단면"": ""25""}, {""사이즈"": ""L"", ""총장"": ""107"", ""허리단면"": ""37"", ""엉덩이단면"": ""55"", ""허벅지단면"": ""37"", ""밑위"": ""38"", ""밑단단면"": ""27""}]",58,"{""핏"": [""레귤러"", ""루즈""], ""계절감"": [""봄"", ""가을"", ""겨울""]}",3만 개 이상,"#겨울바지,#겨울팬츠컬렉션,#바지,#밴딩팬츠,#시그니처×최종우,#와이드팬츠,#와이드핏,#코듀로이,#코듀로이밴딩"
2032901,릴렉스드 테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],무신사 스탠다드단독,39900,37990,바지,슈트 팬츠/슬랙스,1,4.9,25000,15253,"[{""사이즈"": ""26"", ""총장"": ""93"", ""허리단면"": ""35"", ""엉덩이단면"": ""45"", ""허벅지단면"": ""28.5"", ""밑위"": ""26"", ""밑단단면"": ""17.3""}, {""사이즈"": ""27"", ""총장"": ""93"", ""허리단면"": ""36.3"", ""엉덩이단면"": ""46.3"", ""허벅지단면"": ""29.13"", ""밑위"": ""26"", ""밑단단면"": ""17.5""}, {""사이즈"": ""28"", ""총장"": ""94"", ""허리단면"": ""37.5"", ""엉덩이단면"": ""47.5"", ""허벅지단면"": ""29.8"", ""밑위"": ""26.5"", ""밑단단면"": ""17.7""}, {""사이즈"": ""29"", ""총장"": ""94"", ""허리단면"": ""38.8"", ""엉덩이단면"": ""48.8"", ""허벅지단면"": ""30.4"", ""밑위"": ""26.5"", ""밑단단면"": ""18""}, {""사이즈"": ""30"", ""총장"": ""95"", ""허리단면"": ""40"", ""엉덩이단면"": ""50"", ""허벅지단면"": ""31"", ""밑위"": ""27"", ""밑단단면"": ""18.3""}, {""사이즈"": ""31"", ""총장"": ""95"", ""허리단면"": ""41.3"", ""엉덩이단면"": ""51.3"", ""허벅지단면"": ""31.62"", ""밑위"": ""27"", ""밑단단면"": ""18.5""}, {""사이즈"": ""32"", ""총장"": ""95"", ""허리단면"": ""42.5"", ""엉덩이단면"": ""52.5"", ""허벅지단면"": ""32.25"", ""밑위"": ""27.5"", ""밑단단면"": ""18.7""}, {""사이즈"": ""33"", ""총장"": ""95"", ""허리단면"": ""43.7"", ""엉덩이단면"": ""53.8"", ""허벅지단면"": ""32.8"", ""밑위"": ""28"", ""밑단단면"": ""19""}, {""사이즈"": ""34"", ""총장"": ""96"", ""허리단면"": ""45"", ""엉덩이단면"": ""55"", ""허벅지단면"": ""33.5"", ""밑위"": ""28.5"", ""밑단단면"": ""19.3""}, {""사이즈"": ""36"", ""총장"": ""96"", ""허리단면"": ""47.5"", ""엉덩이단면"": ""57.5"", ""허벅지단면"": ""34.8"", ""밑위"": ""29.5"", ""밑단단면"": ""19.7""}, {""사이즈"": ""38"", ""총장"": ""97"", ""허리단면"": ""50"", ""엉덩이단면"": ""60"", ""허벅지단면"": ""36"", ""밑위"": ""30.5"", ""밑단단면"": ""20.3""}, {""사이즈"": ""40"", ""총장"": ""97"", ""허리단면"": ""52.5"", ""엉덩이단면"": ""62.5"", ""허벅지단면"": ""37.3"", ""밑위"": ""31.5"", ""밑단단면"": ""20.7""}, {""사이즈"": ""42"", ""총장"": ""98"", ""허리단면"": ""55"", ""엉덩이단면"": ""65"", ""허벅지단면"": ""38.5"", ""밑위"": ""32.5"", ""밑단단면"": ""21.3""}]",5,"{""핏"": [""슬림""], ""계절감"": [""봄"", ""가을"", ""겨울""]}",7만 개 이상,"#기본슬랙스,#밴딩바지,#셋업,#슬랙스컬렉션,#정장바지,#정장팬츠"
3684419,더블니 85283 루즈핏 워크팬츠 Black,디키즈단독,75000,63700,바지,코튼 팬츠,0,4.9,35000,6715,"[{""사이즈"": ""25"", ""총장"": ""103.8"", ""허리단면"": ""33.7"", ""엉덩이단면"": ""48.9"", ""허벅지단면"": ""30.2"", ""밑위"": ""25.4"", ""밑단단면"": ""24.8""}, {""사이즈"": ""26"", ""총장"": ""104.5"", ""허리단면"": ""34.9"", ""엉덩이단면"": ""50.2"", ""허벅지단면"": ""30.8"", ""밑위"": ""26"", ""밑단단면"": ""24.8""}, {""사이즈"": ""27"", ""총장"": ""105.1"", ""허리단면"": ""36.2"", ""엉덩이단면"": ""51.4"", ""허벅지단면"": ""31.4"", ""밑위"": ""26.7"", ""밑단단면"": ""24.8""}, {""사이즈"": ""28"", ""총장"": ""105.7"", ""허리단면"": ""37.5"", ""엉덩이단면"": ""52.7"", ""허벅지단면"": ""32.1"", ""밑위"": ""27.3"", ""밑단단면"": ""25.4""}, {""사이즈"": ""30"", ""총장"": ""107"", ""허리단면"": ""40"", ""엉덩이단면"": ""55.2"", ""허벅지단면"": ""33.3"", ""밑위"": ""28.6"", ""밑단단면"": ""25.4""}, {""사이즈"": ""31"", ""총장"": ""108"", ""허리단면"": ""41.3"", ""엉덩이단면"": ""56.5"", ""허벅지단면"": ""34"", ""밑위"": ""29.5"", ""밑단단면"": ""26""}, {""사이즈"": ""32"", ""총장"": ""108.6"", ""허리단면"": ""42.5"", ""엉덩이단면"": ""57.8"", ""허벅지단면"": ""34.6"", ""밑위"": ""30.2"", ""밑단단면"": ""26""}, {""사이즈"": ""33"", ""총장"": ""109.2"", ""허리단면"": ""43.8"", ""엉덩이단면"": ""59.1"", ""허벅지단면"": ""35.6"", ""밑위"": ""30.8"", ""밑단단면"": ""26""}, {""사이즈"": ""34"", ""총장"": ""109.9"", ""허리단면"": ""45.1"", ""엉덩이단면"": ""60.3"", ""허벅지단면"": ""36.2"", ""밑위"": ""31.4"", ""밑단단면"": ""26""}, {""사이즈"": ""36"", ""총장"": ""111.4"", ""허리단면"": ""47.6"", ""엉덩이단면"": ""62.9"", ""허벅지단면"": ""37.5"", ""밑위"": ""33"", ""밑단단면"": ""26.7""}, {""사이즈"": ""38"", ""총장"": ""112.7"", ""허리단면"": ""50.2"", ""엉덩이단면"": ""65.4"", ""허벅지단면"": ""38.7"", ""밑위"": ""34.3"", ""밑단단면"": ""26.7""}, {""사이즈"": ""40"", ""총장"": ""113.7"", ""허리단면"": ""52.7"", ""엉덩이단면"": ""67.9"", ""허벅지단면"": ""39.7"", ""밑위"": ""35.2"", ""밑단단면"": ""26.7""}, {""사이즈"": ""42"", ""총장"": ""114.3"", ""허리단면"": ""55.2"", ""엉덩이단면"": ""69.2"", ""허벅지단면"": ""41"", ""밑위"": ""35.9"", ""밑단단면"": ""26.7""}]",15,"{""핏"": [], ""계절감"": []}",2만 개 이상,"#85283,#85283WORKPANTS,#더블니팬츠,#로우라이즈,#면바지,#바지,#아이콘,#워크팬츠,#코튼팬츠,#팬츠"
5142415,썬셋 버뮤다 데님 팬츠(3 colors),피지컬 디파트먼트,59000,42040,바지,숏 팬츠,0,4.8,29000,1472,"[{""사이즈"": ""S"", ""총장"": ""64"", ""허리단면"": ""40"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""38"", ""밑위"": ""30"", ""밑단단면"": ""36""}, {""사이즈"": ""M"", ""총장"": ""66"", ""허리단면"": ""42"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""39"", ""밑위"": ""30.5"", ""밑단단면"": ""36.5""}, {""사이즈"": ""L"", ""총장"": ""68"", ""허리단면"": ""44"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""40"", ""밑위"": ""31"", ""밑단단면"": ""37""}]",29,"{""핏"": [], ""계절감"": []}",1.1만 개 이상,"#데님팬츠,#반바지,#버뮤다,#버뮤다쇼츠,#버뮤다팬츠,#여름쇼츠,#와이드데님,#하프팬츠"
3946794,[2PACK] 와이드핏 트레이닝 밴딩 팬츠(3컬러) [논기모 or 기모],그랜디오시티,66900,40760,바지,트레이닝/조거 팬츠,1,4.7,11000,2140,"[{""사이즈"": ""S"", ""총장"": ""101"", ""허리단면"": ""30"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""34"", ""밑위"": ""36"", ""밑단단면"": ""26""}, {""사이즈"": ""M"", ""총장"": ""103"", ""허리단면"": ""32"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""35"", ""밑위"": ""37"", ""밑단단면"": ""27""}, {""사이즈"": ""L"", ""총장"": ""105"", ""허리단면"": ""34"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""36"", ""밑위"": ""38"", ""밑단단면"": ""28""}, {""사이즈"": ""S(기모)"", ""총장"": ""101"", ""허리단면"": ""30"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""34"", ""밑위"": ""36"", ""밑단단면"": ""26""}, {""사이즈"": ""M(기모)"", ""총장"": ""103"", ""허리단면"": ""32"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""35"", ""밑위"": ""37"", ""밑단단면"": ""27""}, {""사이즈"": ""L(기모)"", ""총장"": ""105"", ""허리단면"": ""34"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""36"", ""밑위"": ""38"", ""밑단단면"": ""28""}]",39,"{""핏"": [""루즈"", ""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",2만 개 이상,"#밴딩팬츠,#와이드바지,#와이드팬츠,#츄리닝,#트레이닝바지,#트레이닝팬츠,#팬츠"
4149670,SL01 섬머 데님 와이드 팬츠 (FADE LIGHT BLUE),토피단독,49000,13040,바지,데님 팬츠,1,4.8,14000,1865,"[{""사이즈"": ""S"", ""총장"": ""104"", ""허리단면"": ""37"", ""엉덩이단면"": ""50"", ""허벅지단면"": ""31.5"", ""밑위"": ""29"", ""밑단단면"": ""22""}, {""사이즈"": ""M"", ""총장"": ""105"", ""허리단면"": ""39"", ""엉덩이단면"": ""52"", ""허벅지단면"": ""33"", ""밑위"": ""30"", ""밑단단면"": ""23""}, {""사이즈"": ""L"", ""총장"": ""106"", ""허리단면"": ""41"", ""엉덩이단면"": ""54"", ""허벅지단면"": ""34.5"", ""밑위"": ""31"", ""밑단단면"": ""24""}, {""사이즈"": ""XL"", ""총장"": ""107"", ""허리단면"": ""43"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""36"", ""밑위"": ""32"", ""밑단단면"": ""25""}]",73,"{""핏"": [], ""계절감"": []}",1.6만 개 이상,"#데님,#데님팬츠,#린넨,#봄시즌오프,#여름데님,#와이드데님,#워싱진,#청바지"
4057732,원턱 와이드 스웨트 팬츠 [그레이],리메인세컨드단독,25500,13990,바지,트레이닝/조거 팬츠,0,4.8,23000,3976,"[{""사이즈"": ""A.(논기모)_S"", ""총장"": ""103"", ""허리단면"": ""32"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""34"", ""밑위"": ""33"", ""밑단단면"": ""24""}, {""사이즈"": ""A.(논기모)_M"", ""총장"": ""104"", ""허리단면"": ""34"", ""엉덩이단면"": ""58"", ""허벅지단면"": ""35"", ""밑위"": ""34"", ""밑단단면"": ""25""}, {""사이즈"": ""A.(논기모)_L"", ""총장"": ""105"", ""허리단면"": ""36"", ""엉덩이단면"": ""60"", ""허벅지단면"": ""36"", ""밑위"": ""35"", ""밑단단면"": ""26""}, {""사이즈"": ""A.(논기모)_XL"", ""총장"": ""106"", ""허리단면"": ""38"", ""엉덩이단면"": ""62"", ""허벅지단면"": ""37"", ""밑위"": ""36"", ""밑단단면"": ""27""}, {""사이즈"": ""A.(논기모)_2XL"", ""총장"": ""107"", ""허리단면"": ""39"", ""엉덩이단면"": ""63"", ""허벅지단면"": ""38"", ""밑위"": ""37"", ""밑단단면"": ""28""}, {""사이즈"": ""B.(기모)_S"", ""총장"": ""103"", ""허리단면"": ""32"", ""엉덩이단면"": ""56"", ""허벅지단면"": ""34"", ""밑위"": ""33"", ""밑단단면"": ""24""}, {""사이즈"": ""B.(기모)_M"", ""총장"": ""104"", ""허리단면"": ""34"", ""엉덩이단면"": ""58"", ""허벅지단면"": ""35"", ""밑위"": ""34"", ""밑단단면"": ""25""}, {""사이즈"": ""B.(기모)_L"", ""총장"": ""105"", ""허리단면"": ""36"", ""엉덩이단면"": ""60"", ""허벅지단면"": ""36"", ""밑위"": ""35"", ""밑단단면"": ""26""}, {""사이즈"": ""B.(기모)_XL"", ""총장"": ""106"", ""허리단면"": ""38"", ""엉덩이단면"": ""62"", ""허벅지단면"": ""37"", ""밑위"": ""36"", ""밑단단면"": ""27""}, {""사이즈"": ""B.(기모)_2XL"", ""총장"": ""107"", ""허리단면"": ""39"", ""엉덩이단면"": ""64"", ""허벅지단면"": ""38"", ""밑위"": ""37"", ""밑단단면"": ""28""}]",45,"{""핏"": [""루즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",3만 개 이상,"#25FW,#SWEAT,#단독할인,#밴딩팬츠,#베스트리오더,#스웻팬츠,#와이드팬츠,#캐주얼팬츠,#트레이닝,#팬츠컬렉션"
1844581,원턱 와이드 트레이닝 팬츠,브렌슨단독,50000,23900,바지,트레이닝/조거 팬츠,0,4.8,23000,8997,"[{""사이즈"": ""M"", ""총장"": ""105"", ""허리단면"": ""35"", ""엉덩이단면"": ""62"", ""허벅지단면"": ""37.5"", ""밑위"": ""33.5"", ""밑단단면"": ""22.5""}, {""사이즈"": ""L"", ""총장"": ""106.5"", ""허리단면"": ""37"", ""엉덩이단면"": ""64"", ""허벅지단면"": ""38.5"", ""밑위"": ""34.5"", ""밑단단면"": ""23.5""}, {""사이즈"": ""XL"", ""총장"": ""108"", ""허리단면"": ""39"", ""엉덩이단면"": ""66"", ""허벅지단면"": ""39.5"", ""밑위"": ""35.5"", ""밑단단면"": ""24.5""}]",52,"{""핏"": [""오버 사이즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",4만 개 이상,
3037465,VLAD 워터프루프 와이드 카고 팬츠_블랙,디미트리블랙단독,56900,29990,바지,트레이닝/조거 팬츠,0,4.8,58000,7475,"[{""사이즈"": ""0 (S)"", ""총장"": ""100"", ""허리단면"": ""33"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""36"", ""밑위"": ""31.5"", ""밑단단면"": ""23""}, {""사이즈"": ""1 (M)"", ""총장"": ""102"", ""허리단면"": ""35"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""37"", ""밑위"": ""32.5"", ""밑단단면"": ""24""}, {""사이즈"": ""2 (L)"", ""총장"": ""104"", ""허리단면"": ""37"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""38"", ""밑위"": ""33.5"", ""밑단단면"": ""25""}, {""사이즈"": ""3 (XL)"", ""총장"": ""106"", ""허리단면"": ""39.5"", ""엉덩이단면"": ""-"", ""허벅지단면"": ""39"", ""밑위"": ""34.5"", ""밑단단면"": ""26""}]",47,"{""핏"": [""루즈""], ""계절감"": [""봄"", ""여름"", ""가을"", ""겨울""]}",4만 개 이상,"#24SPRING,#VLAD™,#고프코어,#고프코어컬렉션,#나일론팬츠,#밴딩팬츠,#아웃도어,#와이드팬츠,#젠더리스"
